"district","neighborhood","year","hea_fac_health","hea_fac_welfare","hea_good","hea_impairment","hea_psych","hea_control","hea_smoke","hea_overweight","hea_lonely"
"K Zuid","IJsbaanpad e.o.",2017,15,5,81,7,3,5,16,37,7
"K Zuid","IJsbaanpad e.o.",2018,21,8,84,10,5,7,19,42,9
"K Zuid","IJsbaanpad e.o.",2019,20,7,83,9,4,6,18,40,8
"K Zuid","IJsbaanpad e.o.",2020,21,8,84,10,5,7,19,42,9
"K Zuid","IJselbuurt Oost",2015,16,3,75,11,7,8,30,32,11
"K Zuid","IJselbuurt Oost",2016,19,4,77,13,8,9,31,34,12
"K Zuid","IJselbuurt Oost",2017,23,6,80,15,9,10,33,37,14
"K Zuid","IJselbuurt Oost",2018,21,5,78,14,9,10,32,35,13
"K Zuid","IJselbuurt Oost",2019,23,6,80,15,9,10,33,37,13
"K Zuid","IJselbuurt Oost",2020,11,0,72,9,6,6,27,28,9
"K Zuid","IJselbuurt West",2015,19,6,75,15,9,10,32,36,13
"K Zuid","IJselbuurt West",2016,17,5,74,14,9,10,31,35,12
"K Zuid","IJselbuurt West",2017,21,7,76,16,10,11,33,38,13
"K Zuid","IJselbuurt West",2018,15,4,73,13,8,9,30,33,11
"K Zuid","IJselbuurt West",2019,17,5,74,14,9,10,31,35,12
"K Zuid","IJselbuurt West",2020,16,5,74,14,9,10,31,35,12
"K Zuid","Johannnes Vermeerbuurt",2015,18,5,86,11,5,7,25,35,10
"K Zuid","Johannnes Vermeerbuurt",2016,13,3,83,8,4,5,23,31,8
"K Zuid","Johannnes Vermeerbuurt",2017,7,0,80,5,2,3,21,27,6
"K Zuid","Johannnes Vermeerbuurt",2018,7,0,79,5,2,3,20,27,6
"K Zuid","Johannnes Vermeerbuurt",2019,18,5,86,11,5,7,25,34,10
"K Zuid","Johannnes Vermeerbuurt",2020,13,3,83,8,4,5,23,31,8
"K Zuid","Kop Zuidas",2015,3,1,89,5,5,4,25,23,8
"K Zuid","Kop Zuidas",2016,4,1,89,5,5,4,25,24,8
"K Zuid","Kop Zuidas",2017,3,0,88,4,5,4,24,23,7
"K Zuid","Kop Zuidas",2018,2,0,88,4,4,3,24,22,7
"K Zuid","Kop Zuidas",2019,4,1,89,5,5,4,25,24,8
"K Zuid","Kop Zuidas",2020,4,1,89,5,5,4,25,24,8
"K Zuid","Kromme Mijdrechtbuurt",2015,27,9,74,14,8,9,29,34,12
"K Zuid","Kromme Mijdrechtbuurt",2016,29,10,75,15,9,10,30,35,13
"K Zuid","Kromme Mijdrechtbuurt",2017,28,9,74,14,9,10,29,34,13
"K Zuid","Kromme Mijdrechtbuurt",2018,33,12,77,17,10,11,32,38,14
"K Zuid","Kromme Mijdrechtbuurt",2019,29,10,75,15,9,10,30,35,13
"K Zuid","Kromme Mijdrechtbuurt",2020,28,10,75,15,9,10,30,35,13
"K Zuid","Legmeerpleinbuurt",2015,17,6,81,10,6,7,29,32,10
"K Zuid","Legmeerpleinbuurt",2016,17,6,81,10,6,7,29,32,10
"K Zuid","Legmeerpleinbuurt",2017,18,6,81,10,6,7,29,32,10
"K Zuid","Legmeerpleinbuurt",2018,17,6,81,10,6,7,29,32,10
"K Zuid","Legmeerpleinbuurt",2019,19,7,82,11,7,8,30,34,11
"K Zuid","Legmeerpleinbuurt",2020,24,9,85,14,8,9,32,37,12
"K Zuid","Lizzy Ansinghbuurt",2015,17,13,75,17,9,11,30,36,13
"K Zuid","Lizzy Ansinghbuurt",2016,15,12,74,16,9,11,29,35,12
"K Zuid","Lizzy Ansinghbuurt",2017,11,10,72,14,8,10,27,33,11
"K Zuid","Lizzy Ansinghbuurt",2018,12,11,72,15,8,10,28,33,11
"K Zuid","Lizzy Ansinghbuurt",2019,16,12,75,17,9,11,29,36,12
"K Zuid","Lizzy Ansinghbuurt",2020,17,13,75,17,10,12,30,37,13
"K Zuid","Marathonbuurt Oost",2015,14,3,69,15,8,10,27,37,12
"K Zuid","Marathonbuurt Oost",2016,17,4,71,17,9,11,28,39,13
"K Zuid","Marathonbuurt Oost",2017,16,3,70,16,9,11,27,38,13
"K Zuid","Marathonbuurt Oost",2018,17,4,71,17,9,11,28,39,13
"K Zuid","Marathonbuurt Oost",2019,12,2,68,14,8,9,26,36,11
"K Zuid","Marathonbuurt Oost",2020,20,5,73,18,10,12,29,41,14
"K Zuid","Marathonbuurt West",2015,25,13,71,23,12,15,32,44,18
"K Zuid","Marathonbuurt West",2016,20,11,68,20,11,13,30,41,16
"K Zuid","Marathonbuurt West",2017,22,12,69,21,12,14,31,43,17
"K Zuid","Marathonbuurt West",2018,23,12,70,21,12,14,31,43,17
"K Zuid","Marathonbuurt West",2019,18,10,67,19,10,12,29,39,15
"K Zuid","Marathonbuurt West",2020,16,9,66,18,10,12,28,38,15
"K Zuid","Minervabuurt Midden",2015,31,1,83,9,4,5,21,32,8
"K Zuid","Minervabuurt Midden",2016,31,1,83,9,4,5,21,32,8
"K Zuid","Minervabuurt Midden",2017,34,2,85,11,5,6,22,34,9
"K Zuid","Minervabuurt Midden",2018,37,4,86,12,6,7,24,36,10
"K Zuid","Minervabuurt Midden",2019,28,0,81,7,3,4,19,30,7
"K Zuid","Minervabuurt Midden",2020,25,0,79,6,2,3,18,28,6
"K Zuid","Minervabuurt Noord",2015,20,0,79,4,2,2,16,26,4
"K Zuid","Minervabuurt Noord",2016,29,2,84,9,4,5,20,32,7
"K Zuid","Minervabuurt Noord",2017,30,2,84,9,4,5,20,32,7
"K Zuid","Minervabuurt Noord",2018,31,3,85,10,4,6,21,33,8
"K Zuid","Minervabuurt Noord",2019,30,3,85,10,4,5,21,33,7
"K Zuid","Minervabuurt Noord",2020,31,3,85,10,5,6,21,34,8
"K Zuid","Minervabuurt Zuid",2015,38,0,81,7,3,4,19,30,7
"K Zuid","Minervabuurt Zuid",2016,41,1,83,9,4,5,21,32,8
"K Zuid","Minervabuurt Zuid",2017,42,1,84,10,4,5,21,33,8
"K Zuid","Minervabuurt Zuid",2018,38,0,81,7,3,4,20,30,7
"K Zuid","Minervabuurt Zuid",2019,38,0,81,7,3,4,19,30,7
"K Zuid","Minervabuurt Zuid",2020,36,0,80,6,3,3,19,28,6
"K Zuid","Olympisch Stadion e.o.",2015,38,10,82,16,7,10,25,39,12
"K Zuid","Olympisch Stadion e.o.",2016,33,8,79,13,6,8,23,36,10
"K Zuid","Olympisch Stadion e.o.",2017,31,7,78,12,5,7,22,35,9
"K Zuid","Olympisch Stadion e.o.",2018,40,11,83,17,8,10,26,41,12
"K Zuid","Olympisch Stadion e.o.",2019,33,8,79,13,6,8,23,36,10
"K Zuid","Olympisch Stadion e.o.",2020,27,5,75,10,4,6,20,32,8
"K Zuid","P.C. Hooftbuurt",2015,12,6,80,7,4,5,24,31,8
"K Zuid","P.C. Hooftbuurt",2016,15,7,82,9,5,6,25,33,9
"K Zuid","P.C. Hooftbuurt",2017,14,6,81,8,5,6,24,32,9
"K Zuid","P.C. Hooftbuurt",2018,15,7,82,9,5,6,25,33,9
"K Zuid","P.C. Hooftbuurt",2019,18,8,84,11,6,7,26,35,10
"K Zuid","P.C. Hooftbuurt",2020,18,9,84,11,6,7,26,35,10
"K Zuid","Prinses Irenebuurt",2015,13,2,83,10,3,6,17,32,7
"K Zuid","Prinses Irenebuurt",2016,13,2,83,10,3,6,17,32,7
"K Zuid","Prinses Irenebuurt",2017,17,4,85,12,4,7,19,34,8
"K Zuid","Prinses Irenebuurt",2018,17,4,86,12,4,7,19,35,9
"K Zuid","Prinses Irenebuurt",2019,6,0,79,6,1,4,14,27,5
"K Zuid","Prinses Irenebuurt",2020,15,3,84,11,4,7,18,34,8
"K Zuid","Rijnbuurt Midden",2015,13,5,80,10,7,8,28,32,10
"K Zuid","Rijnbuurt Midden",2016,13,5,80,10,7,8,28,32,10
"K Zuid","Rijnbuurt Midden",2017,13,5,80,10,7,8,28,32,10
"K Zuid","Rijnbuurt Midden",2018,17,7,82,12,8,9,30,35,11
"K Zuid","Rijnbuurt Midden",2019,13,5,80,10,7,8,28,32,10
"K Zuid","Rijnbuurt Midden",2020,10,4,78,9,6,7,27,30,9
"K Zuid","Rijnbuurt Oost",2015,12,6,77,8,6,6,27,30,8
"K Zuid","Rijnbuurt Oost",2016,17,8,80,11,7,8,29,33,10
"K Zuid","Rijnbuurt Oost",2017,15,7,79,10,6,7,28,32,9
"K Zuid","Rijnbuurt Oost",2018,11,5,76,8,5,6,26,29,8
"K Zuid","Rijnbuurt Oost",2019,20,9,82,12,8,9,30,35,11
"K Zuid","Rijnbuurt Oost",2020,15,7,79,10,6,7,28,32,9
"K Zuid","Rijnbuurt West",2015,17,2,64,24,11,15,31,45,18
"K Zuid","Rijnbuurt West",2016,15,1,63,23,11,15,30,44,17
"K Zuid","Rijnbuurt West",2017,20,3,66,26,12,17,32,47,19
"K Zuid","Rijnbuurt West",2018,20,3,66,26,12,17,32,47,19
"K Zuid","Rijnbuurt West",2019,12,0,61,21,10,14,29,42,16
"K Zuid","Rijnbuurt West",2020,12,0,61,22,10,14,29,42,16
"K Zuid","Sarphatiparkbuurt",2015,44,15,82,10,7,8,33,30,11
"K Zuid","Sarphatiparkbuurt",2016,43,14,81,9,7,8,32,29,11
"K Zuid","Sarphatiparkbuurt",2017,41,13,80,8,7,7,31,28,10
"K Zuid","Sarphatiparkbuurt",2018,43,14,81,9,7,8,32,29,11
"K Zuid","Sarphatiparkbuurt",2019,45,15,82,10,8,9,33,30,12
"K Zuid","Sarphatiparkbuurt",2020,48,17,84,12,8,10,34,33,13
"K Zuid","Scheldebuurt Midden",2015,42,14,86,12,8,8,30,34,10
"K Zuid","Scheldebuurt Midden",2016,36,11,82,9,6,6,27,30,8
"K Zuid","Scheldebuurt Midden",2017,39,13,84,11,7,7,29,32,9
"K Zuid","Scheldebuurt Midden",2018,33,10,80,8,5,5,26,28,7
"K Zuid","Scheldebuurt Midden",2019,38,12,83,10,7,7,28,31,9
"K Zuid","Scheldebuurt Midden",2020,31,9,79,7,5,5,25,27,6
"K Zuid","Scheldebuurt Oost",2015,37,10,84,11,7,7,28,33,10
"K Zuid","Scheldebuurt Oost",2016,34,8,82,9,6,6,27,31,9
"K Zuid","Scheldebuurt Oost",2017,36,9,83,10,6,7,28,32,10
"K Zuid","Scheldebuurt Oost",2018,34,8,82,9,6,6,27,31,9
"K Zuid","Scheldebuurt Oost",2019,33,8,81,8,6,6,27,30,9
"K Zuid","Scheldebuurt Oost",2020,34,8,82,9,6,6,27,31,9
"K Zuid","Scheldebuurt West",2015,43,6,80,11,6,7,26,32,9
"K Zuid","Scheldebuurt West",2016,43,6,80,11,6,7,26,32,9
"K Zuid","Scheldebuurt West",2017,44,7,81,12,6,7,27,33,9
"K Zuid","Scheldebuurt West",2018,43,6,80,11,6,7,26,32,9
"K Zuid","Scheldebuurt West",2019,43,6,80,11,6,7,26,32,9
"K Zuid","Scheldebuurt West",2020,45,7,81,12,6,8,27,33,10
"K Zuid","Schinkelbuurt Noord",2015,32,11,82,9,7,7,30,30,11
"K Zuid","Schinkelbuurt Noord",2016,32,11,82,9,7,7,30,30,11
"K Zuid","Schinkelbuurt Noord",2017,31,11,81,8,7,7,30,29,11
"K Zuid","Schinkelbuurt Noord",2018,32,11,82,9,7,7,30,30,11
"K Zuid","Schinkelbuurt Noord",2019,33,11,82,9,7,7,30,30,11
"K Zuid","Schinkelbuurt Noord",2020,32,11,82,9,7,7,30,30,11
"K Zuid","Schinkelbuurt Zuid",2015,19,4,75,16,10,12,33,37,15
"K Zuid","Schinkelbuurt Zuid",2016,17,3,74,15,9,11,32,36,14
"K Zuid","Schinkelbuurt Zuid",2017,20,4,76,16,10,12,33,38,15
"K Zuid","Schinkelbuurt Zuid",2018,17,3,74,15,9,11,32,36,14
"K Zuid","Schinkelbuurt Zuid",2019,14,1,72,13,8,10,30,34,13
"K Zuid","Schinkelbuurt Zuid",2020,16,3,74,15,9,11,32,36,14
"K Zuid","Surinamepleinbuurt",2015,15,0,80,8,5,6,27,29,8
"K Zuid","Surinamepleinbuurt",2016,18,1,82,9,6,7,28,31,9
"K Zuid","Surinamepleinbuurt",2017,13,0,79,6,5,5,26,28,7
"K Zuid","Surinamepleinbuurt",2018,23,3,85,11,7,8,30,34,11
"K Zuid","Surinamepleinbuurt",2019,21,3,84,11,7,8,29,33,10
"K Zuid","Surinamepleinbuurt",2020,17,1,82,9,6,7,28,31,9
"K Zuid","Valeriusbuurt Oost",2015,20,3,85,7,4,5,21,32,7
"K Zuid","Valeriusbuurt Oost",2016,20,3,85,7,4,5,21,32,7
"K Zuid","Valeriusbuurt Oost",2017,17,2,83,5,3,4,20,30,6
"K Zuid","Valeriusbuurt Oost",2018,23,5,87,9,5,6,22,34,8
"K Zuid","Valeriusbuurt Oost",2019,24,5,87,9,5,6,23,35,8
"K Zuid","Valeriusbuurt Oost",2020,26,6,89,10,6,7,24,36,9
"K Zuid","Valeriusbuurt West",2015,35,4,84,10,5,6,23,34,8
"K Zuid","Valeriusbuurt West",2016,34,3,83,9,5,6,23,33,8
"K Zuid","Valeriusbuurt West",2017,33,3,83,9,5,6,23,32,8
"K Zuid","Valeriusbuurt West",2018,35,3,84,10,5,6,23,34,8
"K Zuid","Valeriusbuurt West",2019,37,4,85,10,6,7,24,35,9
"K Zuid","Valeriusbuurt West",2020,32,2,82,8,4,5,22,32,7
"K Zuid","Van der Helstpleinbuurt",2015,38,13,80,11,8,9,31,32,13
"K Zuid","Van der Helstpleinbuurt",2016,36,12,79,10,8,8,30,31,12
"K Zuid","Van der Helstpleinbuurt",2017,36,12,79,10,8,8,30,31,12
"K Zuid","Van der Helstpleinbuurt",2018,34,11,78,9,8,7,29,30,11
"K Zuid","Van der Helstpleinbuurt",2019,38,13,80,11,8,9,31,32,13
"K Zuid","Van der Helstpleinbuurt",2020,34,11,78,9,7,7,29,30,11
"K Zuid","Van Tuyllbuurt",2015,40,7,79,8,5,6,24,30,9
"K Zuid","Van Tuyllbuurt",2016,43,9,81,10,6,7,26,32,10
"K Zuid","Van Tuyllbuurt",2017,43,9,81,10,6,7,26,32,10
"K Zuid","Van Tuyllbuurt",2018,47,11,83,12,7,8,28,35,11
"K Zuid","Van Tuyllbuurt",2019,41,8,80,9,5,6,25,31,9
"K Zuid","Van Tuyllbuurt",2020,46,11,83,12,7,8,27,34,11
"K Zuid","Veluwebuurt",2015,18,9,72,23,10,14,28,41,15
"K Zuid","Veluwebuurt",2016,14,7,69,21,9,13,26,38,13
"K Zuid","Veluwebuurt",2017,13,7,68,21,9,13,26,37,13
"K Zuid","Veluwebuurt",2018,16,8,70,22,10,14,27,39,14
"K Zuid","Veluwebuurt",2019,23,11,74,26,11,16,30,44,16
"K Zuid","Veluwebuurt",2020,14,7,69,21,9,13,26,38,13
"K Zuid","Vivaldi",2015,7,3,86,5,12,9,36,22,18
"K Zuid","Vivaldi",2016,5,2,85,4,11,8,35,21,17
"K Zuid","Vivaldi",2017,4,2,84,4,11,8,35,20,17
"K Zuid","Vivaldi",2018,4,1,84,3,11,8,34,20,17
"K Zuid","Vivaldi",2019,10,4,88,6,12,9,37,24,19
"K Zuid","Vivaldi",2020,10,5,88,7,12,10,37,25,19
"K Zuid","VU-kwartier",2015,15,6,90,11,9,9,29,37,21
"K Zuid","VU-kwartier",2016,7,2,85,7,7,7,26,32,18
"K Zuid","VU-kwartier",2017,8,3,86,8,7,7,27,33,19
"K Zuid","VU-kwartier",2018,5,1,84,6,7,7,25,31,17
"K Zuid","VU-kwartier",2019,7,2,85,7,7,7,26,32,18
"K Zuid","VU-kwartier",2020,8,3,86,8,7,7,27,33,18
"K Zuid","Westlandgrachtbuurt",2015,44,10,77,7,4,6,25,29,8
"K Zuid","Westlandgrachtbuurt",2016,50,13,81,10,6,8,28,33,10
"K Zuid","Westlandgrachtbuurt",2017,48,12,80,9,5,7,27,32,9
"K Zuid","Westlandgrachtbuurt",2018,49,13,81,10,6,8,28,32,10
"K Zuid","Westlandgrachtbuurt",2019,47,12,79,9,5,7,27,31,9
"K Zuid","Westlandgrachtbuurt",2020,52,14,82,11,6,9,29,34,11
"K Zuid","Wielingenbuurt",2015,36,3,82,7,5,5,25,29,8
"K Zuid","Wielingenbuurt",2016,38,4,83,8,5,6,26,30,9
"K Zuid","Wielingenbuurt",2017,31,1,79,4,3,4,23,25,7
"K Zuid","Wielingenbuurt",2018,38,4,83,8,5,6,26,30,9
"K Zuid","Wielingenbuurt",2019,39,5,84,9,5,6,27,31,9
"K Zuid","Wielingenbuurt",2020,44,7,87,11,7,8,29,34,11
"K Zuid","Willemsparkbuurt Noord",2015,29,2,81,5,3,3,23,26,6
"K Zuid","Willemsparkbuurt Noord",2016,34,5,84,8,4,5,25,30,8
"K Zuid","Willemsparkbuurt Noord",2017,34,5,84,8,4,5,25,30,8
"K Zuid","Willemsparkbuurt Noord",2018,35,6,85,9,4,5,26,31,8
"K Zuid","Willemsparkbuurt Noord",2019,33,4,83,7,4,5,25,29,8
"K Zuid","Willemsparkbuurt Noord",2020,32,4,83,7,3,4,24,29,7
"K Zuid","Willibrordusbuurt",2015,17,4,73,14,8,11,29,33,13
"K Zuid","Willibrordusbuurt",2016,18,5,74,15,8,11,30,34,13
"K Zuid","Willibrordusbuurt",2017,21,6,76,16,9,12,31,36,14
"K Zuid","Willibrordusbuurt",2018,21,6,76,16,9,12,31,36,14
"K Zuid","Willibrordusbuurt",2019,17,4,73,14,8,11,29,33,13
"K Zuid","Willibrordusbuurt",2020,22,7,76,17,9,12,32,37,14
"K Zuid","Zorgvlied",2015,1,0,84,10,3,5,17,38,8
"K Zuid","Zorgvlied",2016,0,0,83,9,3,5,17,37,8
"K Zuid","Zorgvlied",2017,3,1,85,11,4,6,18,39,9
"K Zuid","Zorgvlied",2018,1,0,83,9,3,5,17,37,8
"K Zuid","Zorgvlied",2019,0,0,83,9,3,5,17,37,8
"K Zuid","Zorgvlied",2020,0,0,82,8,2,4,16,36,7
"K Zuid","Zuidas Noord",2015,14,8,83,15,10,13,38,38,29
"K Zuid","Zuidas Noord",2016,9,6,80,12,9,11,36,34,27
"K Zuid","Zuidas Noord",2017,8,6,79,12,9,11,36,33,27
"K Zuid","Zuidas Noord",2018,4,4,77,9,8,9,34,30,25
"K Zuid","Zuidas Noord",2019,8,6,79,12,9,11,36,33,27
"K Zuid","Zuidas Noord",2020,9,6,80,12,9,11,36,34,27
"K Zuid","Zuidas Zuid",2015,7,3,83,8,6,7,26,32,17
"K Zuid","Zuidas Zuid",2016,8,4,84,9,6,7,27,33,17
"K Zuid","Zuidas Zuid",2017,8,4,84,9,6,7,27,33,17
"K Zuid","Zuidas Zuid",2018,9,5,85,10,6,7,27,34,17
"K Zuid","Zuidas Zuid",2019,9,5,85,10,6,7,28,34,18
"K Zuid","Zuidas Zuid",2020,5,2,82,7,5,6,25,31,16
"M Oost","Amstelglorie",2015,0,0,82,5,3,5,19,36,8
"M Oost","Amstelglorie",2016,1,0,84,7,4,6,21,39,9
"M Oost","Amstelglorie",2017,6,2,87,9,5,7,23,42,11
"M Oost","Amstelglorie",2018,4,2,86,9,5,7,22,41,10
"M Oost","Amstelglorie",2019,3,1,85,8,5,7,22,41,10
"M Oost","Amstelglorie",2020,2,0,85,7,4,6,21,40,9
"M Oost","Amstelkwartier Noord",2015,4,2,85,5,8,6,31,24,12
"M Oost","Amstelkwartier Noord",2016,5,2,86,5,8,6,31,25,12
"M Oost","Amstelkwartier Noord",2017,3,1,85,4,7,5,30,24,11
"M Oost","Amstelkwartier Noord",2018,1,0,84,3,7,5,29,22,11
"M Oost","Amstelkwartier Noord",2019,3,1,85,4,7,5,30,23,11
"M Oost","Amstelkwartier Noord",2020,6,3,87,6,8,6,32,26,12
"M Oost","Amstelkwartier West",2015,3,1,87,5,13,8,35,23,18
"M Oost","Amstelkwartier West",2016,1,0,86,4,12,7,34,22,17
"M Oost","Amstelkwartier West",2017,1,0,86,4,12,7,34,22,17
"M Oost","Amstelkwartier West",2018,0,0,82,1,10,5,31,18,15
"M Oost","Amstelkwartier West",2019,5,2,88,6,13,8,36,25,18
"M Oost","Amstelkwartier West",2020,0,0,83,2,11,6,32,19,15
"M Oost","Amstelkwartier Zuid",2015,3,2,81,10,6,8,21,39,10
"M Oost","Amstelkwartier Zuid",2016,2,2,81,10,6,8,21,39,10
"M Oost","Amstelkwartier Zuid",2017,3,3,82,11,6,8,22,40,11
"M Oost","Amstelkwartier Zuid",2018,4,3,83,11,7,9,22,41,11
"M Oost","Amstelkwartier Zuid",2019,3,3,82,11,6,8,22,40,10
"M Oost","Amstelkwartier Zuid",2020,0,0,79,8,5,7,19,36,9
"M Oost","Architectenbuurt",2015,16,6,77,17,9,11,31,47,13
"M Oost","Architectenbuurt",2016,12,4,75,15,8,10,29,44,12
"M Oost","Architectenbuurt",2017,10,3,74,14,7,9,28,43,11
"M Oost","Architectenbuurt",2018,11,3,74,14,8,10,28,43,12
"M Oost","Architectenbuurt",2019,17,6,78,17,9,11,31,47,14
"M Oost","Architectenbuurt",2020,14,5,76,16,9,11,30,45,13
"M Oost","Bedrijvengebied Cruquiusweg",2015,2,0,82,8,5,6,29,34,12
"M Oost","Bedrijvengebied Cruquiusweg",2016,3,0,83,8,5,6,29,35,12
"M Oost","Bedrijvengebied Cruquiusweg",2017,2,0,82,7,5,6,28,34,11
"M Oost","Bedrijvengebied Cruquiusweg",2018,5,1,84,9,5,6,30,36,13
"M Oost","Bedrijvengebied Cruquiusweg",2019,0,0,79,5,3,4,26,31,10
"M Oost","Bedrijvengebied Cruquiusweg",2020,2,0,83,8,5,6,29,35,12
"M Oost","Bedrijvengebied Veelaan",2015,1,1,74,8,5,6,25,40,8
"M Oost","Bedrijvengebied Veelaan",2016,6,3,77,11,6,8,27,43,10
"M Oost","Bedrijvengebied Veelaan",2017,8,4,78,12,6,9,28,44,11
"M Oost","Bedrijvengebied Veelaan",2018,5,3,77,11,6,8,27,42,10
"M Oost","Bedrijvengebied Veelaan",2019,9,5,79,13,7,9,29,45,11
"M Oost","Bedrijvengebied Veelaan",2020,0,0,73,8,4,6,24,39,8
"M Oost","Bedrijvengebied Zeeburgerkade",2015,5,1,84,11,6,7,27,42,10
"M Oost","Bedrijvengebied Zeeburgerkade",2016,2,0,82,9,5,6,26,40,9
"M Oost","Bedrijvengebied Zeeburgerkade",2017,0,0,81,8,4,5,25,38,8
"M Oost","Bedrijvengebied Zeeburgerkade",2018,7,3,85,12,6,8,28,44,11
"M Oost","Bedrijvengebied Zeeburgerkade",2019,2,0,82,9,5,6,26,40,9
"M Oost","Bedrijvengebied Zeeburgerkade",2020,1,0,81,8,5,6,26,39,9
"M Oost","Betondorp",2015,10,6,63,21,9,15,25,48,14
"M Oost","Betondorp",2016,13,8,65,23,10,16,27,50,15
"M Oost","Betondorp",2017,14,9,66,24,10,16,28,51,15
"M Oost","Betondorp",2018,17,10,67,25,11,17,29,53,16
"M Oost","Betondorp",2019,13,8,65,23,10,16,27,50,15
"M Oost","Betondorp",2020,14,9,66,24,10,16,28,51,15
"M Oost","Borneo",2015,30,9,82,11,7,8,25,39,10
"M Oost","Borneo",2016,28,8,81,10,6,7,24,38,9
"M Oost","Borneo",2017,24,6,79,8,5,6,22,35,8
"M Oost","Borneo",2018,30,9,82,11,7,8,25,39,10
"M Oost","Borneo",2019,28,8,81,10,6,7,24,38,9
"M Oost","Borneo",2020,25,6,79,8,5,6,23,36,8
"M Oost","Dapperbuurt Noord",2015,26,12,71,21,11,14,32,43,15
"M Oost","Dapperbuurt Noord",2016,24,11,70,20,11,13,31,42,14
"M Oost","Dapperbuurt Noord",2017,18,8,66,17,9,11,28,38,12
"M Oost","Dapperbuurt Noord",2018,27,12,72,21,12,14,32,44,15
"M Oost","Dapperbuurt Noord",2019,25,12,71,21,11,13,31,43,14
"M Oost","Dapperbuurt Noord",2020,24,11,70,20,11,13,31,42,14
"M Oost","Dapperbuurt Zuid",2015,41,16,72,19,11,12,32,41,14
"M Oost","Dapperbuurt Zuid",2016,40,15,71,18,11,12,31,40,14
"M Oost","Dapperbuurt Zuid",2017,42,16,72,19,12,13,32,41,15
"M Oost","Dapperbuurt Zuid",2018,43,16,73,20,12,13,32,42,15
"M Oost","Dapperbuurt Zuid",2019,35,13,68,15,10,10,29,37,12
"M Oost","Dapperbuurt Zuid",2020,38,14,70,17,10,11,30,39,13
"M Oost","De Eenhoorn",2015,15,10,84,11,11,10,38,30,17
"M Oost","De Eenhoorn",2016,10,7,81,8,10,8,36,26,15
"M Oost","De Eenhoorn",2017,10,7,81,8,10,8,36,26,15
"M Oost","De Eenhoorn",2018,13,9,83,10,11,9,38,28,16
"M Oost","De Eenhoorn",2019,10,7,81,8,10,8,36,26,15
"M Oost","De Eenhoorn",2020,14,9,84,10,11,9,38,29,17
"M Oost","De Omval",2015,7,1,85,7,4,5,23,32,8
"M Oost","De Omval",2016,8,1,85,7,4,5,23,32,8
"M Oost","De Omval",2017,7,0,84,6,4,5,22,31,8
"M Oost","De Omval",2018,5,0,83,5,3,4,22,30,7
"M Oost","De Omval",2019,8,1,85,7,4,5,23,32,8
"M Oost","De Omval",2020,9,1,85,7,4,5,23,32,8
"M Oost","De Wetbuurt",2015,2,3,69,18,7,12,21,41,11
"M Oost","De Wetbuurt",2016,6,5,71,20,8,13,23,44,12
"M Oost","De Wetbuurt",2017,4,4,70,19,8,12,22,43,11
"M Oost","De Wetbuurt",2018,11,7,74,23,9,15,25,47,14
"M Oost","De Wetbuurt",2019,8,6,73,21,9,14,24,46,13
"M Oost","De Wetbuurt",2020,8,6,72,21,8,14,24,45,13
"M Oost","Don Bosco",2015,17,12,79,12,7,8,25,37,9
"M Oost","Don Bosco",2016,17,12,79,12,7,8,25,37,9
"M Oost","Don Bosco",2017,20,13,81,14,8,9,26,39,10
"M Oost","Don Bosco",2018,13,10,76,10,6,7,23,34,7
"M Oost","Don Bosco",2019,16,11,78,11,7,8,25,36,9
"M Oost","Don Bosco",2020,26,16,85,17,10,11,29,43,12
"M Oost","Entrepot-Noordwest",2015,8,4,74,16,9,11,29,43,13
"M Oost","Entrepot-Noordwest",2016,9,4,74,16,9,11,29,43,13
"M Oost","Entrepot-Noordwest",2017,6,2,72,14,8,10,28,41,12
"M Oost","Entrepot-Noordwest",2018,2,1,70,13,7,9,26,38,11
"M Oost","Entrepot-Noordwest",2019,9,4,74,16,9,11,29,43,13
"M Oost","Entrepot-Noordwest",2020,12,6,76,18,10,12,30,45,14
"M Oost","Flevopark",2015,2,2,84,7,7,7,31,36,12
"M Oost","Flevopark",2016,0,1,83,6,6,6,30,35,11
"M Oost","Flevopark",2017,3,2,85,8,7,7,31,37,12
"M Oost","Flevopark",2018,0,1,83,6,6,6,30,35,11
"M Oost","Flevopark",2019,0,1,83,6,6,6,30,35,11
"M Oost","Flevopark",2020,0,1,83,6,6,6,30,34,11
"M Oost","Frankendael",2015,5,4,86,13,5,8,28,39,9
"M Oost","Frankendael",2016,0,2,83,10,4,6,26,36,7
"M Oost","Frankendael",2017,0,0,81,8,3,5,25,34,6
"M Oost","Frankendael",2018,2,3,84,11,5,7,27,37,8
"M Oost","Frankendael",2019,1,2,83,10,4,6,26,36,7
"M Oost","Frankendael",2020,0,1,82,9,4,6,25,35,6
"M Oost","Haveneiland Noord",2015,0,2,72,13,8,9,18,41,13
"M Oost","Haveneiland Noord",2016,5,5,75,16,10,11,20,45,15
"M Oost","Haveneiland Noord",2017,5,5,75,16,10,11,20,45,15
"M Oost","Haveneiland Noord",2018,6,6,76,17,10,11,21,46,15
"M Oost","Haveneiland Noord",2019,1,3,73,14,9,10,18,42,14
"M Oost","Haveneiland Noord",2020,6,6,76,17,10,11,21,46,15
